,,,,,,,,
NUM,ET VOL,DATE,PROPOSER,SOLVERS,ET VOL,DATE,MQ VOL,TYPE
9019,40,Mar 87,Asparagus,"W.C. Fletcher
F.P. Anderson
Saradakanta Ganguli","58
58
58","Oct 05
Oct 05
Oct 05","84
84
84",86
9020,40,Mar 87,Prof. Morley,"D. Thomas
Prof. Ignacio Beyens","40
40","Jun 87
Jun 87","47
47",41
9021,40,Mar 87,R.W.D. Christie,"Hanna Moylan
G.G. Storr","xx
xx","xx
xx","48
48",3
9022,40,Mar 87,Alpha,,,,,48
9023,40,Mar 87,"Omega
N’Importe","W.J. Greenstreet
G.G. Storr","xx
xx
xx","xx
xx
xx","xx
48
48",41
9024,40,Apr 87,J.J. Sylvester,"A.R. Johnson
W.J.C. Sharp","40
xx","Oct 87
xx","48
47",44
9025,40,Apr 87,S. Haughton,,,,,44
9026,40,Apr 87,E. Catalan,"W.J.C. Sharp
J.G. Birch","40
40","Jun 87
Jun 87","47
47",6
9027,40,Apr 87,Nilkantha Sarkar,,,,,48
9028,40,Apr 87,A.M. Nash,,,,,41
9029,40,Apr 87,E. Bordage,"G.G. Storr
Fannie H. Jackson","41
41","Aug 88
Aug 88","50
50",22
9030,40,Apr 87,Prof. Ignacio Beyens,Ignacio Beyens,xx,xx,54,41
9031,40,Apr 87,Pramathanath Dather,P.H. Schoute,43,Jul 90,54,79
9032,40,Apr 87,W.H.H. Hudson,"G.G. Storr
D.E. Shorto","40
40","Jun 87
Jun 87","47
47",48
9033,40,Apr 87,J. Neuberg,,56,U 05/01,,41
9034,40,Apr 87,P.H. Schoute,,56,U 10/03,,46
9035,40,Apr 87,C.B.S. Cavallin,"T. Galliers
G.G. Storr","42
42","Mar 89
Mar 89","51
51",15
9036,40,Apr 87,C. Harkema,"F.X. de Wachter
A.M. Nash","40
40","Aug 87
Aug 87","48
48",13
9037,40,Apr 87,J.W.F. Scheffer,,55,U 02/02,,48
9038,40,Apr 87,J. Wolstenholme,,,,,48
9039,40,Apr 87,Byomakesa Chakravarti,"W.J. Greenstreet
Sarah Marks","xx
xx","xx
xx","48
48",22
9040,40,Apr 87,P.E. Chase,J. Neuberg,40,Sep 87,48,41
9041,40,Apr 87,Editor,,,,,14
9042,40,Apr 87,H.L. Orchard,"D.E. Shorto
R. Knowles
R.W.D. Christie","xx
xx
xx","xx
xx
xx","48
48
49",22
9043,40,Apr 87,T.C. Simmons,"H. Fortey
Sarah Marks","40
40","Jul 87
Jul 87","48
48",8
9044,40,Apr 87,S. Tebay,"S. Tebay
Prof. Ignacio Beyens","xx
xx","xx
xx","49
49",46
9045,40,Apr 87,W.J.C. Sharp,,,,,31
9046,40,Apr 87,R. Tucker,,,,,41
9047,40,Apr 87,W.J. Greenstreet,,,,,44
9048,40,Apr 87,Asparagus,Asparagus,xx,xx,51,41
9049,40,Apr 87,Asutosh Mukhopâdhyây,,,,,48
,,,,,,,,
,,,,,,,,
NUM,ET VOL,DATE,PROPOSER,SOLVERS,ET VOL,DATE,MQ VOL,TYPE
9050,40,Apr 87,Sarah Marks,,,,,44
9051,40,Apr 87,J.L. McKenzie,P.H. Schoute,xx,xx,53,45
9052,40,Apr 87,A. Gordon,,,,,44
9053,40,Apr 87,D. Biddle,,,,,41
9054,40,Apr 87,J. Brill,"R. Holmes
Belle Easton","xx
xx","xx
xx","48
48",17
9055,40,Apr 87,Capt. H. Brocard,"A.M. Nash
F.P. Matz","40
40",Jul 87Jul 87,"48
48",41
9056,40,Apr 87,Samuel Roberts,A. Cunningham,xx,xx,91,9
9057,40,Apr 87,Émile Vigarié,"J.M. Stoops
Sarah Marks","xx
xx","xx
xx","48
48",41
9058,40,Apr 87,M.F.J. Mann,M.F.J. Mann,xx,xx,56,9
9059,40,Apr 87,A.R. Johnson,A.R. Johnson,xx,xx,48,44
9060,40,Apr 87,Maurice D’Ocagne,"D. Thomas
J.M. Stoops","xx
xx","xx
xx","47
47",41
9061,40,Apr 87,W.S.B. Woolhouse,,,,,45
9062,40,Apr 87,B. Hanumanta Rau,,54,U 10/01,,44
9063,40,Apr 87,Mahendra Nath Ray,"W.J.C. Sharp
M. Bhattacharya
J.M. Stoops","xx
xx
xx","xx
xx
xx","47
48
48",9
9064,40,Apr 87,A.E. Thomas,"H.L. Orchard
Gertrude Poole","xx
xx","xx
xx","48
48",62
9065,40,Apr 87,R.W.D. Christie,"H. Fortey
Prof. Ignacio Beyens","40
40","Jul 87
Jul 87","48
48",10
9066,40,Apr 87,T.R. Terry,"Isabel Maddison
D.O.S. Davies","xx
xx","xx
xx","48
48",6
9067,40,Apr 87,Prof. Morley,D. Biddle,40,Aug 87,48,17
9068,40,Apr 87,R. Knowles,"J.M. Stoops
Prof. Ignacio Beyens","xx
xx","xx
xx","48
48",48
9069,40,Apr 87,D. Edwardes,,54,U 10/01,,53
9070,40,Apr 87,R. Curtis,"F.X. de Wachter
A. Harker","40
40","Jul 87
Jul 87","48
48",17
9071,40,May 87,J.J. Sylvester,A.R. Johnson,40,Oct 87,48,44
9072,40,May 87,C. Hermite,"A.R. Johnson
D. Edwardes","40
40","Jul 87
Jul 87","48
48",6
9073,40,May 87,S. Haughton,,,,,92
9074,40,May 87,Nilkantha Sarkar,"A.E. Thomas
G.G. Storr","40
40","Sep 87
Sep 87","48
48",44
9075,40,May 87,Byomakesa Chakravarti,,,,,17
9076,40,May 87,A.M. Nash,J. Cullen,xx,xx,78,41
9077,40,May 87,J.E. Steggall,"B. Reynolds
H. Fortey","40
40","Jul 87
Jul 87","48
48",12q
9078,40,May 87,Prof. Ignacio Beyens,G. de Longchamps,40,Aug 87,48,46
9079,40,May 87,W.H.H. Hudson,"W.H.H Hudson
Raj Mohan Sen","xx
xx","xx
xx","50
50",17
9080,40,May 87,Prof. Neuberg,"A.R. Johnson
[Same solution]
J. Neuberg","40
40
xx","Jul 87
Aug 87
xx","48
48
48",17
9081,40,May 87,J. Wolstenholme,Frances E. Cave,56,Nov 03,80,79
9082,40,May 87,Prof. Bordage,H.J. Woodall,xx,xx,69,3
9083,40,May 87,Kalipada Basu,M. Bhattacharya,40,Sep 87,48,3
9084,40,May 87,P.H. Schoute,,,,,10
9085,40,May 87,Editor,,,,,41
9086,40,May 87,D. Biddle,,,,,8
9087,40,May 87,H. Fortey,H. Fortey,41,Jun 88,49,8
9088,40,May 87,A.R. Johnson,A.R. Johnson,43,Sep 90,54,45
9089,40,May 87,Émile Vigarié,"R. Knowles
F.P. Matz","xx
xx","xx
xx","49
49",41
9090,40,May 87,S. Tebay,J. Wolstenholme,40,Jul 87,48,46
9091,40,May 87,R.W.D. Christie,R.W.D. Christie,xx,xx,48,25
9092,40,May 87,A.E. Jolliffe,"A.E. Thomas
F.P. Matz","xx
xx","xx
xx","49
49",61
9093,40,May 87,Samuel Roberts,"J. Neuberg
W.J.C. Sharp","40
xx","Aug 87
xx","48
48",76
9094,40,May 87,R. Tucker,,,,,41
9095,40,May 87,R. Holmes,"D. Biddle
Sarah Marks","xx
xx","xx
xx","48
48",41
9096,40,May 87,M.F.J. Mann,M.F.J. Mann,xx,xx,48,9
9097,40,May 87,W.W. Basset,P.H. Schoute,43,Feb 90,53,44
9098,40,May 87,W.J.C. Sharp,W.J.C. Sharp,xx,xx,48,75
9099,40,May 87,T.C. Simmons,,,,,48
,,,,,,,,
,,,,,,,,
NUM,ET VOL,DATE,PROPOSER,SOLVERS,ET VOL,DATE,MQ VOL,TYPE
9100,40,May 87,W.J. Barton,"S. Sircom
H. Fortey","xx
xx","xx
xx","48
48",61
9101,40,May 87,W.S.B. Woolhouse,Alfred Harker,40,Aug 87,48,87
9102,40,May 87,H.L. Orchard,"H. Fortey
R. Knowles
R.W.D. Christie","40
40
xx","Aug 87
Aug 87
xx","48
48
49",9
9103,40,May 87,Asparagus,J. Wolstenholme,xx,xx,48,84
9104,40,May 87,Mahendra Nath Ray,"G.G. Storr
Sarah Marks","xx
xx","xx
xx","48
48",3
9105,40,May 87,A. Gordon,Alfred Harker,40,Sep 87,48,76
9106,40,May 87,W.J. Greenstreet,D. Biddle,40,Jul 87,48,8
9107,40,May 87,F. Morley,P.H. Schoute,40,Nov 87,48,45
9108,40,May 87,J. Brill,,,,,41
9109,40,May 87,R. Knowles,"Alfred Harker
Sarah Marks","xx
xx","xx
xx","48
48",87
9110,40,May 87,Asutosh Mukhopâdhyây,H.J. Woodall,xx,xx,58,44
9111,40,May 87,B. Hanumanta Rau,"H. Plamenewski
H.L. Orchard","40
40","Aug 87
Aug 87","48
48",9
9112,40,Jun 87,J.J. Sylvester,"Prof. Culley
R.W.D. Christie","40
40","Aug 87
Aug 87","48
48",9
9113,40,Jun 87,S. Haughton,"F.X. de Wachter
Prof. Ignacio Beyens","40
xx","Oct 87
xx","48
48",92
9114,40,Jun 87,J. Neuberg,Samuel Roberts,40,Aug 87,48,41
9115,40,Jun 87,Prof. Ignacio Beyens,Prof. Ignacio Beyens,xx,xx,57,75
9116,40,Jun 87,P.H. Schoute,,60,U 03/07,,46
9117,40,Jun 87,A.M. Nash,,,,,41
9118,40,Jun 87,"E. Bordage
Editor",H.J. Woodall,48,Apr 95,63,41
9119,40,Jun 87,"J. Wolstenholme
Editor","H.J. Woodall
Prof. Coondoo","48
48","Oct 95
Oct 95","64
64",48
9120,40,Jun 87,Kalipada Basu,W.J.C. Sharp,xx,xx,48,61
9121,40,Jun 87,Byomakesa Chakravarti,James McMahon,xx,xx,50,79
9122,40,Jun 87,W.H.H. Hudson,"R. Knowles
T. Galliers","xx
xx","xx
xx","49
49",44
9123,40,Jun 87,Nilkantha Sarkar,,57,U 11/04,,20
9124,40,Jun 87,Editor,,,,,10
9125,40,Jun 87,R. Tucker,R. Knowles,40,Sep 87,48,41
9126,40,Jun 87,Charlotte A. Scott,,,,,6
9127,40,Jun 87,B. Hanumanta Rau,"E.H. Culley
Prof. Ignacio Beyens","xx
xx","xx
xx","48
48",41
9128,40,Jun 87,M.F.J. Mann,M.F.J. Mann,41,Jan 88,49,9
9129,40,Jun 87,D. Biddle,,56,U 04/03,,17
9130,40,Jun 87,W.J.C. Sharp,James McMahon,xx,xx,50,41
9131,40,Jun 87,W.J. Barton,"D.O.S. Davies
R. Knowles","xx
xx","xx
xx","48
48",48
9132,40,Jun 87,W.S.B. Woolhouse,,,,,44
9133,40,Jun 87,W.J. Greenstreet,"A. Cunningham
R. Chartres","55
55","Jun 02
Jun 02","77
77",9
9134,40,Jun 87,Mahendra Nath Ray,H.J. Woodall,xx,xx,58,17
9135,40,Jun 87,T.C. Simmons,,,,,48
9136,40,Jun 87,Sarah Marks,P.H. Schoute,43,Apr 90,53,79
9137,40,Jun 87,Prof. Morley,,54,U 12/01,,17
9138,40,Jun 87,A.B. Basset,,"55
59","U 10/02
U 09/06",,18
9139,40,Jun 87,J. Brill,P.H. Schoute,42,Dec 89,52,48
9140,40,Jun 87,Émile Vigarié,"Prof. Beyens
H. Bordage
R.F. Davis","41
41
xx","Jan 88
Jan 88
xx","49
49
48",41
9141,40,Jun 87,T.R. Terry,F.H. Peachell,59,Apr 06,85,10
9142,40,Jun 87,R.W.D. Christie,"H.L. Orchard
Sarah Marks
R.W.D. Christie","xx
xx
xx","xx
xx
xx","48
48
49",10
9143,40,Jun 87,A.E. Thomas,Frances E. Cave,xx,xx,80,44
9144,40,Jun 87,Capt. H. Brocard,V. Madhavarao,41,Sep 88,,79
9145,40,Jun 87,A.R. Johnson,A.R. Johnson,40,Sep 87,48,48
9146,40,Jun 87,R. Lachlan,"Prof. Beyens
F.P. Matz","41
41","Jan 88
Jan 88","49
49",41
9147,40,Jun 87,S. Constable,"D.O.S. Davies
Belle Easton","xx
xx","xx
xx","48
48",41
9148,40,Jun 87,Asutosh Mukhopâdhyây,P.H. Schoute,43,Dec 90,54,79
9149,40,Jun 87,"John O’Regan
Charlotte Scott","D.O.S. Davies
G.G. Morrice","41
41","Apr 88
Apr 88","49
49",41
,,,,,,,,
,,,,,,,,
NUM,ET VOL,DATE,PROPOSER,SOLVERS,ET VOL,DATE,MQ VOL,TYPE
9150,40,Jun 87,R. Knowles,"G.G. Storr
T. Galliers","xx
xx","xx
xx","50
50",87
9151,40,Jun 87,D. Edwardes,D. Edwardes,xx,xx,51,53
9152,40,Jun 87,Asparagus,,,,,46
9153,40,Jul 87,J.J. Sylvester,,,,,10
9154,40,Jul 87,S. Haughton,James McMahon,xx,xx,50,19
9155,40,Jul 87,M.W. Crofton,M.W. Crofton,40,Sep 87,48,6
9156,40,Jul 87,J. Neuberg,J. Neuberg,40,Nov 87,48,46
9157,40,Jul 87,P.H. Schoute,,,,,46
9158,40,Jul 87,M. Bhattacharya,"B.H. Sarkar
A. Kahn","xx
xx","xx
xx","48
48",44
9159,40,Jul 87,J. Wolstenholme,R.F. Davis,xx,xx,48,79
9160,40,Jul 87,A.M. Nash,,,,,41
9161,40,Jul 87,W.H.H. Hudson,F.X. De Wachter,xx,xx,48,48
9162,40,Jul 87,Byomakesa Chakravarti,"T. Galliers
Prof. Bhattacharya","xx
xx","xx
xx","54
54",87
9163,40,Jul 87,Ath Bijah Bhut,,55,U 04/02,,48
9164,40,Jul 87,Nilkantha Sarkar,D. Edwardes,41,Apr 88,49,53
9165,40,Jul 87,E. Bordage,"C. Taylor
R. Knowles","42
xx","Oct 89
xx","52
50",44
9166,40,Jul 87,Mahendra Nath Ray,,,,,62
9167,40,Jul 87,B. Hanumanta Rau,"H.J. Woodall
Prof. Radhakrishnan","xx
xx","xx
xx","65
65",46
9168,40,Jul 87,Editor,D. Biddle,40,Sep 87,48,22
9169,40,Jul 87,W.J.C. Sharp,H.J. Woodall,xx,xx,69,95
9170,40,Jul 87,S. Roberts,"J. Neuberg
W.J.C. Sharp","40
xx","Aug 87
xx","48
48",41
9171,40,Jul 87,H.L. Orchard,"D. Biddle
Prof. Ignacio Beyens","xx
xx","xx
xx","48
48",22
9172,40,Jul 87,W.S.B. Woolhouse,,,,,14
9173,40,Jul 87,T.R. Terry,,,,,17
9174,40,Jul 87,D. Biddle,,56,U 03/03,,14
9175,40,Jul 87,T.C. Simmons,,,,,45
9176,40,Jul 87,Asparagus,,,,,76
9177,40,Jul 87,S. Tebay,"S. Tebay
Prof. Ignacio Beyens","xx
xx","xx
xx","50
50",46
9178,40,Jul 87,D.O.S. Davies,"Beni Madhav Sarkar
Prof. Ignacio Beyens","xx
xx","xx
xx","48
48",87
9179,40,Jul 87,R. Knowles,"T. Galliers
G.G. Storr","xx
xx","xx
xx","52
52",48
9180,40,Jul 87,Charlotte A. Scott,F.X. de Wachter,40,Oct 87,48,17
9181,40,Jul 87,Sarah Marks,"P.H. Schoute
R.F. Davis","xx
xx","xx
xx","48
48",41
9182,40,Jul 87,Capt. H. Brocard,,,,,41
9183,40,Jul 87,A.R. Johnson,A.R. Johnson,xx,xx,49,16
9184,40,Jul 87,Émile Vigarié,R.F. Davis,xx,xx,48,41
9185,40,Jul 87,Maj-Gen P. O’Connell,"Maj-Gen P. O’Connell
D. Biddle","xx
xx","xx
xx","48
48",22
9186,40,Jul 87,F. Morley,"S.T. Shovelton
D. Biddle
T. Stuart","60
60
60","May 07
May 07
xx","87
87
87",22
9187,40,Jul 87,J. White,"Beni Madhav Sarkar
Prof. Ignacio Beyens","xx
xx","xx
xx","48
48",3
9188,40,Jul 87,R. Holmes,,55,U 02/02,,51
9189,40,Jul 87,R.W.D. Christie,,,,,9
9190,40,Jul 87,J. Brill,P.H. Schoute,42,Dec 89,52,48
9191,40,Jul 87,B. Reynolds,"H.J. Woodall
Prof. Aiyar","48
48","Aug 95
Aug 95","64
64",10
9192,40,Jul 87,G.G. Morrice,"G.G. Morrice
F.P. Matz","xx
xx","xx
xx","50
50",46
9193,40,Jul 87,A. Gordon,,,,,47
9194,40,Jul 87,Asutosh Mukhopâdhyây,,56,U 08/03,,44
9195,40,Aug 87,Sir James Cockle,Sir James Cockle,41,Mar 88,49,51
9196,40,Aug 87,J.J. Sylvester,,,,,44
9197,40,Aug 87,S. Haughton,F.X. de Wachter,40,Nov 87,48,19
9198,40,Aug 87,M.W. Crofton,"S. Sircom
W.J.C. Sharp","40
xx","Oct 87
xx","48
48",6
9199,40,Aug 87,W.H.H. Hudson,"H. Plamenewski
Prof. Beyens","40
40","Nov 87
Nov 87","48
48",44
,,,,,,,,
,,,,,,,,
NUM,ET VOL,DATE,PROPOSER,SOLVERS,ET VOL,DATE,MQ,TYPE
9200,40,Aug 87,J. Neuberg,F.X. De Wachter,xx,xx,49,8
9201,40,Aug 87,F.P. Matz,"D. Thomas
N. Sarkar","xx
xx","xx
xx","48
48",41
9202,40,Aug 87,Ignacio Beyens,R.F. Davis,xx,xx,48,41
9203,40,Aug 87,A.M. Nash,H.J. Woodall,45,Jun 92,57,41
9204,40,Aug 87,Byomakesa Chakravarti,"A. Kahn
Sarah Marks","xx
xx","xx
xx","54
54",79
9205,40,Aug 87,J. Wolstenholme,H.J. Woodall,xx,xx,63,75
9206,40,Aug 87,P.H. Schoute,"H. Plamenewski
A.M. Nash","40
40","Dec 87
Dec 87","48
48",41
9207,40,Aug 87,E. Bordage,"R.W.D. Christie
H. Plamenewski","40
40","Nov 87
Nov 87","48
48",9
9208,40,Aug 87,Charlotte A. Scott,,,,,99
9209,40,Aug 87,Mahendra Nath Ray,"R. Holmes
D. Watson","40
40","Dec 87
Dec 87","48
48",6
9210,40,Aug 87,B. Hanumanta Rau,,55,U 12/02,,48
9211,40,Aug 87,Editor,F.X. de Wachter (ps),40,Nov 87,48,13Δ
9212,40,Aug 87,N’Importe,,,,,91
9213,40,Aug 87,D. Biddle,D. Biddle,xx,xx,53,13
9214,40,Aug 87,T.C. Simmons,"R. Holmes
N. Sarkar","xx
xx","xx
xx","48
48",47
9215,40,Aug 87,S. Tebay,S. Tebay,41,Jan 88,49,2
9216,40,Aug 87,A.R. Johnson,A.R. Johnson,xx,xx,50,16
9217,40,Aug 87,Maj-Gen P. O’Connell,P. O’Connell,xx,xx,49,9
9218,40,Aug 87,A. Gordon,J.W. Sharpe,40,Dec 87,48,41
9219,40,Aug 87,Capt. H. Brocard,,,,,41
9220,40,Aug 87,Émile Vigarié,,55,U 10/02,,41
9221,40,Aug 87,D. Edwardes,,,,,22
9222,40,Aug 87,Sarah Marks,"H.L. Orchard
D. Watson","xx
xx","xx
xx","48
48",62
9223,40,Aug 87,H.L. Orchard,R.W.D. Christie,xx,xx,48,2
9224,40,Aug 87,Prof. Morley,"H.J. Woodall
Prof. Aiyar
Prof. Morley","48
xx
xx","Mar 95
xx
xx","63
63
65",53
9225,40,Aug 87,R.W.D. Christie,R.W.D. Christie,xx,xx,48,9
9226,40,Aug 87,J. White,"Prof. Plamenewski
R. Knowles
R.W.D. Christie","xx
xx
xx","xx
xx
xx","48
48
49",9
9227,40,Aug 87,W.J.C. Sharp,Prof. Beyens,41,Jan 88,49,9
9228,40,Aug 87,T.P. Kirkman,"D. Biddle
W.J.C. Sharp","40
xx","Oct 87
xx","48
48",17
9229,40,Sep 87,J.J. Sylvester,A.M. Nash,41,Feb 88,49,79
9230,40,Sep 87,S. Haughton,H.J. Woodall,46,Feb 93,59,19
9231,40,Sep 87,M.W. Crofton,"J.W. Sharpe
S. Sircom","40
40","Nov 87
Nov 87","48
48",6
9232,40,Sep 87,W.H.H. Hudson,"R.F. Davis
J. O’Byrne Croke","xx
xx","xx
xx","48
48",41
9233,40,Sep 87,K.S. Putnam,,61,U 05/08,,9
9234,40,Sep 87,Mahendra Nath Ray,"R. Knowles
N. Sarkar","41
41","Aug 88
Aug 88","50
50",61
9235,40,Sep 87,Ath Bijah Bhut,,54,U 09/01,,13
9236,40,Sep 87,Byomakesa Chakravarti,,,,,92
9237,40,Sep 87,Nilkantha Sarkar,A. Martin,xx,xx,48,41
9238,40,Sep 87,B. Hanumanta Rau,"F.X. de Wachter
R.F. Davis","40
40","Dec 87
Dec 87","48
48",41
9239,40,Sep 87,J. Neuberg,P.H. Schoute,xx,xx,53,84
9240,40,Sep 87,"H. Plamenewski
Nilkantha Sarkar",R.F. Davis,40,Nov 87,48,14
9241,40,Sep 87,J. Wolstenholme,R.F. Davis,40,Nov 87,48,48
9242,40,Sep 87,P.H. Schoute,R.F. Davis,xx,xx,48,44
9243,40,Sep 87,Nilkantha Sarkar,"R.F. Davis
R. Knowles","xx
xx","xx
xx","48
48",86
9244,40,Sep 87,M. Bhattacharya,"W.J.C. Sharp
M. Bhattacharya","xx
xx","xx
xx","48
48",6
9245,40,Sep 87,Prof. Beyens,"D. Thomas
G.G. Storr","40
xx","Nov 87
xx","48
48",21
9246,40,Sep 87,E. Bordage,"Beni M. Sarkar
Maj-Gen. P. O’Connell","40
40","Dec 87
Dec 87","48
48",22
9247,40,Sep 87,Charlotte A. Scott,,,,,20
9248,40,Sep 87,H.G. Dawson,,56,U 03/03,,44
9249,40,Sep 87,D. Edwardes,R.F. Davis,xx,xx,48,86
,,,,,,,,
,,,,,,,,
NUM,ET VOL,DATE,PROPOSER,SOLVERS,ET VOL,DATE,MQ VOL,TYPE
9250,40,Sep 87,Maj-Gen. P O’Connell,"R.W.D. Christie
Sarah Marks","xx
xx","xx
xx","49
49",61
9251,40,Sep 87,S. Tebay,R.F. Davis,xx,xx,48,75
9252,40,Sep 87,R.W.D. Christie,"R. Knowles
Beni Madhav Sarkar","xx
xx","xx
xx","48
48",61
9253,40,Sep 87,J. Brill,,54,U 09/01,,61
9254,40,Sep 87,W.J.C. Sharp,"G.G. Storr
W.J. Greenstreet","40
40","Dec 87
Dec 87","48
48",41
9255,40,Sep 87,Capt. H. Brocard,,,,,48
9256,40,Sep 87,Émile Vigarié,Prof. Ignacio Beyens,xx,xx,49,41
9257,40,Sep 87,F.R.J. Hervey,F.R.J. Hervey,xx,xx,50,79
9258,40,Sep 87,T.C. Simmons,Prof. Ignacio Beyens,41,Dec 88,50,41
9259,40,Oct 87,J.J. Sylvester,A.M. Nash,41,Feb 88,49,44
9260,40,Oct 87,S. Haughton,,,,,15
9261,40,Oct 87,A.M. Nash,R.F. Davis,xx,xx,48,48
9262,40,Oct 87,J. Neuberg,Samuel Roberts,40,Dec 87,48,46
9263,40,Oct 87,J. Wolstenholme,R.F. Davis,xx,xx,48,41
9264,40,Oct 87,W.H.H. Hudson,"R.F. Davis
R.W.D. Christie","xx
xx","xx
xx","49
49",3
9265,40,Oct 87,Mahendra Nath Ray,R.F. Davis,xx,xx,48,6
9266,40,Oct 87,Asutosh Mukhopâdhyây,S. Ganguli,xx,xx,87,3
9267,40,Oct 87,B. Hanumanta Rau,"R.F. Davis
D.O.S. Davies","xx
xx","xx
xx","49
49",44
9268,40,Oct 87,Beni Madhav Sarkar,,,,,20
9269,40,Oct 87,P.H. Schoute,,58,U 07/05,,79
9270,40,Oct 87,Satis Chandra Ray,R.F. Davis,xx,xx,48,46
9271,40,Oct 87,F.X. de Wachter,Artemas Martin,41,Jan 88,49,13
9272,40,Oct 87,Ignacio Beyens,"R.W.D. Christie
E. Rutter","41
41","Jan 88
Jan 88","49
49",9
9273,40,Oct 87,E. Bordage,"W.J. Greenstreet
Paul Kleeberger","xx
xx","xx
xx","48
48",22
9274,40,Oct 87,D. Biddle,,61,U 12/08,,14
9275,40,Oct 87,Capt. H. Brocard,R.F. Davis,xx,xx,48,48
9276,40,Oct 87,Émile Vigarié,R.F. Davis,xx,xx,48,41
9277,40,Oct 87,T.C. Simmons,R.F. Davis,xx,xx,49,41
9278,40,Oct 87,R.W.D. Christie,R.W.D. Christie,xx,xx,48,25
9279,40,Oct 87,F. Morley,James McMahon,xx,xx,50,79
9280,40,Oct 87,Maj-Gen. P O’Connell,D. Biddle,40,Dec 87,48,18
9281,40,Oct 87,S. Tebay,S. Tebay,xx,xx,50,18
9282,40,Oct 87,J. Brill,J. Brill,xx,xx,50,51
9283,40,Oct 87,R. Knowles,R.F. Davis,xx,xx,48,48
9284,40,Oct 87,F.R.J. Hervey,R.F. Davis,xx,xx,48,44
9285,40,Oct 87,W.J. Greenstreet,H.J. Woodall,xx,xx,57,46
9286,40,Oct 87,H.L. Orchard,"W.R. Seymour
R. Knowles","xx
xx","xx
xx","48
48",2
9287,40,Oct 87,J. White,"W.J. Greenstreet
R. Knowles","xx
xx","xx
xx","48
48",41
9288,40,Oct 87,Sarah Marks,,,,,13
9289,40,Oct 87,R. Holmes,R.F. Davis,xx,xx,48,64
9290,40,Oct 87,A.E. Jolliffe,A.W. Poole,xx,xx,78,61
9291,40,Oct 87,J. O’Regan,R.F. Davis,xx,xx,48,41
9292,40,Oct 87,J.L. Bury,R.F. Davis,xx,xx,48,2
9293,40,Oct 87,Elizabeth Blackwood,R. Swaminatha Aiyar,41,Feb 88,49,10
9294,40,Oct 87,Belle Easton,P.H. Schoute,43,Jun 90,53,86
9295,40,Oct 87,Emily Perrin,R.F. Davis,xx,xx,48,41
9296,40,Oct 87,A. Kahn,H.J. Woodall,xx,xx,58,46
9297,40,Oct 87,J. O’Byrne Croke,,57,U 12/04,,26
9298,40,Oct 87,"N’Importe
The Editor","Beni Madhav Sarkar
F.P. Matz
R.F. Davis","41
41
xx","Jan 88
Jan 88
xx","xx
xx
48",46
9299,40,Oct 87,A. Gordon,H.J. Woodall,xx,xx,57,41
,,,,,,,,
,,,,,,,,
NUM,ET VOL,DATE,PROPOSER,SOLVERS,ET VOL,DATE,MQ VOL,TYPE
9300,40,Oct 87,George Heppel,"A. Cunningham
D. Biddle
R.W.D. Christie","55
55
55","May 02
May 02
May 02","77
77
77",9
9301,40,Nov 87,J.J. Sylvester,A.M. Nash,41,Feb 88,49,44
9302,40,Nov 87,S. Haughton,,,,,19
9303,40,Nov 87,J. Neuberg,"J. Newberg
R.F. Davis","41
41","Feb 88
Feb 88","49
49",41
9304,40,Nov 87,P.H. Schoute,R.F. Davis,xx,xx,49,44
