,,,,,,,,
,,,,,,,,
NUM,ET VOL,DATE,PROPOSER,SOLVERS,ET VOL,DATE,MQ VOL,TYPE
NUM,ET VOL,DATE,PROPOSER,SOLVERS,ET VOL,DATE,MQ VOL,TYPE
14050,51,Dec 98,D. Biddle,,,,,9
14051,51,Dec 98,R. Tucker,H.W. Curjel,52,Jun 99,71,54
14052,51,Dec 98,B.N. Cama,"A. Cunningham
L.E. Reay
H.W. Curjel
C.E. Wright","xx
xx
xx
xx","xx
xx
xx
xx","72
72
72
108",10
14053,51,Dec 98,W.A. Whitworth,"F.H. Peachell
H.W. Curjel
Allan Cunningham","52
52
52","Jun 99
Jun 99
Jun 99","71
71
71",9
14054,51,Dec 98,R.F. Davis,,,,,44
14055,51,Dec 98,G.H. Hardy,G.H. Hardy,55,Feb 02,77,6
14056,51,Dec 98,G.W. Preston,"T. Savage
R. Tucker","xx
xx","xx
xx","71
71",22
14057,51,Dec 98,J. Cullen,,,,,41
14058,51,Dec 98,T. Mitcheson,G. Birtwistle,52,Apr 99,71,86
14059,51,Dec 98,J.J. Barniville,K.J. Sanjána,xx,xx,77,61
14060,51,Dec 98,R. Knowles,"R. Tucker
T. Mitcheson","xx
xx","xx
xx","71
71",86
14061,51,Dec 98,W.C. Stanham,W.C. Stanham,xx,xx,71,41
14062,51,Dec 98,R.F. Muirhead,,67,U 02/14,,23
14063,51,Dec 98,R.W.D. Christie,R.W.D. Christie,xx,xx,71,9
14064,51,Dec 98,I. Arnold,"T. Savage
F.H. Peachell","xx
xx","xx
xx","71
71",74
14065,51,Dec 98,C. Bickerdike,,,,,44
14066,51,Dec 98,Franz Rogel,F. Rogel,xx,xx,71,6
14067,51,Dec 98,E. Lemoine,"E. Lemoine
R. Tucker","52
52","Apr 99
Apr 99","71
71",44
14068,51,Dec 98,H.L. Orchard,H.W. Curjel,xx,xx,72,41
14069,51,Dec 98,T. Roach,"T. Roach
H.W. Curjel","xx
xx","xx
xx","71
71",61
14070,51,Dec 98,Francis Roundtree,H.J. Woodall,52,Jun 99,71,22
14071,52,Jan 99,G.B. Mathews,J. Cullen,52,Apr 99,71,84
14072,52,Jan 99,Prof. Neuberg,H.A. Webb,52,Jun 99,71,22
14073,52,Jan 99,S. Sircom,"E.J. Nanson
K.J. Sanjána","58
xx","Feb 05
xx","83
71",53
14074,52,Jan 99,E.J. Nanson,,,,,44
14075,52,Jan 99,A. Droz-Farny,C.E. Hillyer,52,Jun 99,71,41
14076,52,Jan 99,Thomas Savage,H.A. Webb,xx,xx,72,9
14077,52,Jan 99,K.J. Sanjána,"R. Tucker
A. Droz-Farny","52
52","May 99
May 99","71
71",31
14078,52,Jan 99,"Umes Chandra Ghosh
[Incorrect as stated MQ72]",,,,,6
14079,52,Jan 99,H.L. Orchard,Allan Cunningham,52,Sep 99,72,61
14080,52,Jan 99,D. Biddle,H.A. Webb,52,May 99,71,28
14081,52,Jan 99,Dr. Freeth,,,,,44
14082,52,Jan 99,R. Tucker,,,,,41
14083,52,Jan 99,C.E. Hillyer,"C.E. Hillyer
N. Bhattacharyya","52
52","Nov 99
Nov 99","72
72",41
14084,52,Jan 99,G. Hale Puckle,G. Hale Puckle,xx,xx,72,45
14085,52,Jan 99,W.A. Whitworth,A. Cunningham,xx,xx,73,96
14086,52,Jan 99,B.N. Cama,"H.A. Webb
H.W. Curjel","xx
xx","xx
xx","72
72",79
14087,52,Jan 99,R.F. Davis,C.E. Hillyer,52,Jul 99,72,9
14088,52,Jan 99,T. Roach,"H.A. Webb
T. Roach","52
52","Nov 99
Nov 99","72
72",48
14089,52,Jan 99,D. Edwardes,"G.H. Hardy
J.O. Watts","xx
xx","xx
xx","72
72",53
14090,52,Jan 99,G.H. Hardy,"H.A. Webb
G.H. Hardy","52
xx","Sep 99
xx","72
72",53
14091,52,Jan 99,H. MacColl,,,,,7
14092,52,Jan 99,J. Cullen,,,,,41
14093,52,Jan 99,T. Mitcheson,"J.O. Watts
R. Tucker
H.A. Webb
H.W. Curjel","52
52
52
52","Aug 99
Aug 99
Aug 99
Aug 99","72
72
72
72",44
14094,52,Jan 99,R.W.D. Christie,R.W.D. Christie,52,Nov 99,72,28
14095,2,Jan 99,R. Knowles,"R. Tucker
A. Droz-Farny","52
52","Aug 99
Aug 99","72
72",48
14096,52,Jan 99,G.W. Preston,"A. Droz-Farny
J.O. Watts","xx
xx","xx
xx","72
72",86
14097,52,Jan 99,J.J. Barniville,K.J. Sanjána,xx,xx,77,61
14098,52,Jan 99,Allan Cunningham,A. Cunningham,xx,xx,72,29
14099,52,Jan 99,H.W. Curjel,C.E. Hillyer,52,Aug 99,72,74
,,,,,,,,
NUM,ET VOL,DATE,PROPOSER,SOLVERS,ET VOL,DATE,MQ VOL,TYPE
14100,52,Jan 99,E.B. Elliott,"A. Droz-Farny
H.W. Curjel","52
xx","Mar 99
xx","71
71",45
14101,52,Jan 99,Prof. Cochez,"H.W. Curjel
A. Droz-Farny","xx
xx","xx
xx","73
73",86
14102,52,Jan 99,R.F. Muirhead,,,,,48
14103,52,Jan 99,M.W. Crofton,J. Cullen,52,Jul 99,72,51
14104,52,Feb 99,E.B. Elliott,J. Cullen,52,May 99,71,79
14105,52,Feb 99,M.W. Crofton,J. Cullen,52,Oct 99,72,6
14106,52,Feb 99,G.B. Mathews,,,,,8
14107,52,Feb 99,Prof. Neuberg,"V.R. Thyagarayaiyar
L.E. Reay","xx
xx","xx
xx","72
72",22
14108,52,Feb 99,E.J. Nanson,,,,,25
14109,52,Feb 99,Prof. Cochez,W.J. Greenstreet,xx,xx,74,48
14110,52,Feb 99,K.J. Sanjána,G.N. Bates,52,Jul 99,72,41
14111,52,Feb 99,A. Droz-Farny,"C.E. Hillyer
K.J. Sanjána","52
52","May 99
May 99","71
71",41
14112,52,Feb 99,Umes Chandra Ghosh,,68,U 06/15,,92
14113,52,Feb 99,D. Biddle,"V.R. Thyagaragaiyar
Allen Cunningham","52
52","Dec 99
Dec 99","72
72",74
14114,52,Feb 99,Dr. Freeth,,,,,44
14115,52,Feb 99,H. Fortey,"J.H. Blunn
H.W. Curjel
H. Forty","52
52
xx","Jul 99
Jul 99
xx","72
72
72",5
14116,52,Feb 99,R. Tucker,C.E. Hillyer,xx,xx,73,41
14117,52,Feb 99,G. Hale Puckle,G. Hale Puckle,xx,xx,72,45
14118,52,Feb 99,R.F. Davis,,,,,41
14119,52,Feb 99,W.A. Whitworth,H.W. Curjel,52,Oct 99,72,8
14120,2,Feb 99,T. Roach,T. Roach,52,Jun 99,71,3
14121,52,Feb 99,B.N. Cama,B.N. Cama,52,Apr 99,71,48
14122,52,Feb 99,The late “Lewis Carroll”,"H.W. Curjel
H. MacColl","52
53","Sep 99
Jun 00","72
73",7
14123,52,Feb 99,H. MacColl,,,,,7
14124,52,Feb 99,G.H. Hardy,G.H. Hardy,52,May 99,71,53
14125,52,Feb 99,Discipulus,T. Wiggins,52,Jun 99,71,61
14126,52,Feb 99,J. Cullen,"J. Cullen
G.N. Bates","xx
xx","xx
xx","73
73",41
14127,52,Feb 99,T. Mitcheson,T. Wiggins,52,Jun 99,71,61
14128,52,Feb 99,G.W. Preston,"L.E. Reay
K.J. Sanjána
G.W. Preston","52
52
xx","Aug 99
Aug 99
xx","72
72
72",61
14129,52,Feb 99,R. Knowles,T. Wiggins,52,Jun 99,71,61
14130,52,Feb 99,J.J. Barniville,K.J. Sanjána,xx,xx,76,61
14131,52,Feb 99,R.W.D. Christie,R.W.D. Christie,xx,xx,71,96
14132,52,Feb 99,I. Arnold,"A. Cunningham
I. Arnold
T. Mitcheson","xx
xx
xx","xx
xx
xx","71
71
71",41
14133,52,Feb 99,"Allan Cunningham
[Correction ET Oct 99]","Allan Cunningham
W.A. Whitworth","52
xx","Aug 99
xx","72
72",9
14134,52,Feb 99,C.E. Hillyer,,,,,41
14135,52,Feb 99,Thomas Savage,Allan Cunningham,52,Nov 99,72,78
14136,52,Mar 99,P.G. Tait,,,,,10j
14137,52,Mar 99,M.W. Crofton,"Allan Cunningham
H.W. Curjel","52
52","Sep 99
Sep 99","72
72",9
14138,52,Mar 99,G.B. Mathews,,,,,45
14139,52,Mar 99,Prof. Neuberg,"T. Roach
F.H. Peachell","52
52","Sep 99
Sep 99","72
72",22
14140,52,Mar 99,E.J. Nanson,,,,,61
14141,52,Mar 99,Prof. Cochez,,,,,44
14142,52,Mar 99,K.J. Sanjána,,,,,41
14143,52,Mar 99,Umes Chandra Ghosh,"J. Cullen
K.J. Sanjána","xx
xx","xx
xx","72
72",53
14144,52,Mar 99,D. Biddle,K.J. Sanjána,xx,xx,78,61
14145,52,Mar 99,R. Tucker,,,,,41
14146,2,Mar 99,R.F. Davis,"C. Joss
H.D. Drury","52
52","Jun 99
Jun 99","71
71",41
14147,52,Mar 99,W.A. Whitworth,"Allan Cunningham
R.W.D. Christie","52
52","Nov 99
Nov 99","72
72",9
14148,52,Mar 99,T. Roach,"H.W. Curjel
T. Roach","xx
xx","xx
xx","72
72",61
14149,52,Mar 99,B.N. Cama,B.N. Cama,xx,xx,72,98
,,,,,,,,
,,,,,,,,
NUM,ET VOL,DATE,PROPOSER,SOLVERS,ET VOL,DATE,MQ VOL,TYPE
14150,52,Mar 99,R. Knowles,"H. Fortey
H.W. Curjel","xx
xx","xx
xx","72
72",61
14151,52,Mar 99,J.J. Barniville,K.J. Sanjána,xx,xx,76,61
14152,52,Mar 99,Discipulus,"A. Cunningham
W.A. Whitworth","xx
xx","xx
xx","72
72",10
14153,52,Mar 99,R.W.D. Christie,Allan Cunningham,52,Jul 99,72,28
14154,52,Mar 99,H.J. Woodall,H. Fortey,xx,xx,71,63
14155,52,Mar 99,G.H. Hardy,G.D. Muggeridge,xx,xx,71,67
14156,52,Mar 99,J. Watson,A.E. Layng,52,May 99,71,47
14157,52,Mar 99,T. Mitcheson,"G. Birtwistle
F.H. Peachell
T. Mitcheson","52
52
52","Jul 99
Jul 99
Jul 99","72
72
72",86
14158,52,Mar 99,Allan Cunningham,A. Cunningham,xx,xx,74,9
14159,52,Mar 99,J. Cullen,G.N. Bates,52,Jun 99,71,41
14160,52,Mar 99,G. Birtwistle,J. Cullen,52,Aug 99,72,87
14161,52,Mar 99,W.C. Stanham,W.C. Stanham,52,May 99,71,45
14162,52,Mar 99,A. Droz-Farny,,,,,44
14163,52,Mar 99,I. Arnold,"I. Arnold
Allan Cunningham","52
52","May 99
May 99","71
71",46
14164,52,Apr 99,E.B. Elliott,"G.H. Hardy
H.W. Curjel","52
52","Nov 99
Nov 99","72
72",67
14165,52,Apr 99,M.W. Crofton,H.W. Curjel,53,Jan 00,73,9
14166,52,Apr 99,G.B. Mathews,"R.F. Davis
A. Cunningham
R.W.D. Christie","xx
xx
xx","xx
xx
xx","73
73
73",9
14167,52,Apr 99,Prof. Neuberg,"Jan de Vries
G. Birtwistle
J. Neuberg","xx
xx
xx","xx
xx
xx","72
72
72",25
14168,2,Apr 99,J. Wolstenholme,J. Cullen,52,Oct 99,72,56
14169,52,Apr 99,Prof. Cochez,G.D. Wilson,53,Jun 00,73,79
14170,52,Apr 99,K.J. Sanjána,R. Tucker,52,Oct 99,72,41
14171,52,Apr 99,Umes Chandra Ghosh,R. Tucker,54,Aug 01,76,6
14172,52,Apr 99,Thomas Savage,"E. Walter Todd
H.L. Orchard","52
52","Sep 99
Sep 99","72
72",41
14173,52,Apr 99,D. Biddle,W.C. Stanham,53,Dec 00,74,41
14174,52,Apr 99,Dr. Freeth,,,,,44
14175,52,Apr 99,R. Tucker,"K.G.P. Aiyar
T. Mitcheson
R. Tucker","52
52
52","Nov 99
Nov 99
Nov 99","72
72
72",48
14176,52,Apr 99,R.F. Davis,"H.W. Curjel
K.J. Sanjána","52
52","Sep 99
Sep 99","72
72",48
14177,52,Apr 99,B.N. Cama,"J. Cullen
G. Birtwistle
B.N. Cama","52
52
52","Sep 99
Sep 99
Sep 99","72
72
72",44
14178,52,Apr 99,W.A. Whitworth,A. Cunningham,xx,xx,107,12
14179,52,Apr 99,G.H. Hardy,"K.G.P. Aiyar
G.H. Hardy","xx
xx","xx
xx","73
73",22
14180,52,Apr 99,W.C. Stanham,"H.W. Curjel
G.D. Muggeridge","52
52","Sep 99
Sep 99","72
72",45
14181,52,Apr 99,H. MacColl,H. MacColl,52,Oct 99,72,7
14182,52,Apr 99,J. Cullen,G.N. Bates,xx,xx,72,84
14183,52,Apr 99,R. Knowles,,,,,41
14184,52,Apr 99,J.J. Barniville,K.J. Sanjána,xx,xx,74,61
14185,52,Apr 99,T. Mitcheson,"G. Birtwistle
R. Tucker","52
52","Sep 99
Sep 99","72
72",86
14186,52,Apr 99,Allan Cunningham,"H.W. Curjel
K.J. Sanjána","xx
xx","xx
xx","72
72",9
14187,52,Apr 99,R.W.D. Christie,,,,,9
14188,52,Apr 99,Salutation,"G. Birtwistle
T. Savage","53
53","Aug 00
Aug 00","74
74",41
14189,52,Apr 99,V. Daniel,"V. Daniel
R. Tucker","52
52","Aug 99
Aug 99","72
72",86
14190,2,Apr 99,C.E. Hillyer,"R. Tucker
W.H. Salmon
K.G. P. Aiyar","52
52
52","Nov 99
Nov 99
Nov 99","72
72
72",41
14191,52,Apr 99,H.L. Orchard,"James McCubbin
R. Tucker","xx
xx","xx
xx","72
72",22
14192,52,May 99,M.W. Crofton,R. Chartres,xx,xx,72,14
10193,52,May 99,G.B. Mathews,G.D. Wilson,53,Mar 00,73,45
14194,52,May 99,Franz Rogel,F. Rogel,xx,xx,72,61
14195,52,May 99,Prof. Neuberg,"R.F. Davis
F.L. Ward","52
52","Oct 99
Oct 99","72
72",43
14196,52,May 99,Thomas Savage,H.J. Woodall,xx,xx,72,41
14197,52,May 99,Prof. Cochez,,,,,44
14198,52,May 99,K.J. Sanjána,K.J. Sanjána,54,May 01,75,48
14199,52,May 99,Umes Chandra Ghosh,"F.L. Ward
N. Bhattacharyya","54
54","Apr 01
Apr 01","75
75",86
,,,,,,,,
,,,,,,,,
NUM,ET VOL,DATE,PROPOSER,SOLVERS,ET VOL,DATE,MQ VOL,TYPE
14200,52,May 99,D. Biddle,,,,,48
14201,52,May 99,R. Tucker,F.L. Ward,53,Jul 00,74,48
14202,52,May 99,H. Fortey,"H. Fortey
N. Bhattacharyya","xx
xx","xx
xx","73
73",17
14203,52,May 99,V.R. Thyagaragaiyar,"F.L. Ward
K.J. Sanjána","xx
xx","xx
xx","74
74",22
14204,52,May 99,J. Macleod,T. Savage,52,Aug 99,72,41
14205,52,May 99,W.A. Whitworth,"T. Roach
K.J. Sanjána","53
53","Jun 00
Jun 00","73
73",96
14206,52,May 99,R.F. Davis,C. Joss,53,May 00,73,41
14207,52,May 99,B.N. Cama,B.N. Cama,xx,xx,72,48
14208,52,May 99,T. Roach,"F.L. Ward
L.E. Reay","53
53","Jun 00
Jun 00","73
73",41
14209,52,May 99,G.H. Hardy,,,,,53
14210,52,May 99,H. MacColl,H. MacColl,xx,xx,73,7
14211,52,May 99,J. Cullen,,,,,44
14212,52,May 99,G.N. Bates,,,,,45
14213,52,May 99,R.W.D. Christie,R.W.D. Christie,53,Dec 00,74,61
14214,52,May 99,H.J. Woodall,,,,,44
14215,2,May 99,W.C. Stanham,W.C. Stanham,xx,xx,72,87
14216,52,May 99,R. Knowles,"L.E. Reay
R. Tucker
F.L. Ward","53
53
53","May 00
May 00
May 00","73
73
73",86
14217,52,May 99,J.J. Barniville,J.J. Barniville,xx,xx,107,61
14218,52,May 99,T. Mitcheson,"T. Roach
T. Mitcheson","xx
xx","xx
xx","73
73",3
14219,52,May 99,I. Arnold,"I. Arnold
T. Mitcheson","xx
xx","xx
xx","74
74",41
14220,52,May 99,Dr. Freeth,,,,,23
14221,52,May 99,F. Morley,,,,,41
14222,52,Jun 99,E.B. Elliott,G.D. Wilson,53,Aug 00,74,6
14223,52,Jun 99,G.B. Mathews,,,,,44
14224,52,Jun 99,M.W. Crofton,"W.A. Whitworth
M.W. Crofton","53
xx","Apr 00
xx","73
73",13
14225,52,Jun 99,Prof. Neuberg,"R.F. Davis
G.D. Muggeridge
A. Goldenberg","53
53
53","May 00
May 00
May 00","73
73
73",22
14226,52,Jun 99,S. Sircom,,,,,41
14227,52,Jun 99,F. Morley,H.W. Curjel,xx,xx,73,84
14228,52,Jun 99,A. Droz-Farny,"J.O. Watts
K.J. Sanjána
H.W. Curjel","xx
xx
xx","xx
xx
xx","72
72
72",45
14229,52,Jun 99,Umes Chandra Ghosh,"J. Cullen
G.N. Bates","53
xx","Feb 00
xx","73
73",41
14230,52,Jun 99,Prof. Cochez,A. Droz-Farny,53,Jan 00,73,41
14231,52,Jun 99,Thomas Savage,,,,,4
14232,52,Jun 99,H.L. Orchard,K.J. Sanjána,xx,xx,73,22
14233,52,Jun 99,K.J. Sanjána,"H.W. Curjel
A. Droz-Farny","54
54","Jan 01
Jan 01","75
75",41
14234,2,Jun 99,D. Biddle,D. Biddle,xx,xx,72,52
14235,52,Jun 99,R. Tucker,"T. Mitcheson
R. Tucker","xx
xx","xx
xx","74
74",44
14236,52,Jun 99,C.E. Hillyer,"R.F. Davis
J.A. Third
C.E. Hillyer","52
52
xx","Sep 99
Sep 99
xx","72
72
72",41
14237,52,Jun 99,R.F. Davis,"J.A. Third
G.D. Muggeridge
A. Droz-Farny","52
52
52","Sep 99
Sep 99
Sep 99","72
72
72",41
14238,52,Jun 99,W.A. Whitworth,"J.O. Watts
K.J. Sanjána
H.W. Curjel
T. Roach","xx
xx
xx
xx","xx
xx
xx
xx","72
72
72
74",13
14239,52,Jun 99,B.N. Cama,B.N. Cama,53,Mar 00,73,48
14240,52,Jun 99,V.R. Thyagaragaiyar,J.H. Dibb,xx,xx,73,25
14241,52,Jun 99,T. Roach,"T. Roach
L.E. Reay","52
52","Dec 99
Dec 99","72
72",41
14242,52,Jun 99,C. Joss,"J. Cullen
N. Bhattacharyya","52
52","Nov 99
Nov 99","72
72",41
14243,52,Jun 99,G.H. Hardy,J.H. Dibb,52,Oct 99,72,53
14244,52,Jun 99,H. MacColl,"H. MacColl
H.W. Curjel","xx
xx","xx
xx","73
73",8
14245,52,Jun 99,W.C. Stanham,"W.C. Stanham
A. Droz-Farny","xx
xx","xx
xx","73
73",45
14246,52,Jun 99,Allan Cunningham,A. Cunningham,xx,xx,72,28
14247,52,Jun 99,R.F. Muirhead,,,,,17
14248,52,Jun 99,G.N. Bates,,,,,45
14249,52,Jun 99,T. Mitcheson,H.W. Curjel,xx,xx,73,41
,,,,,,,,
,,,,,,,,
NUM,ET VOL,DATE,PROPOSER,SOLVERS,ET VOL,DATE,MQ VOL,TYPE
14250,52,Jun 99,R.W.D. Christie,"Allan Cunningham
R.W.D. Christie","53
53","Oct 00
Oct 00","74
74",9
14251,52,Jun 99,R. Knowles,T. Mitcheson,53,Oct 00,74,61
14252,52,Jun 99,J. Cullen,A. Cunningham,xx,xx,73,29
14253,52,Jun 99,H. Fortey,,,,,8
14254,52,Jun 99,C.E. Bickmore,J. Cullen,xx,xx,72,29
14255,52,Jul 99,E.B. Elliott,,,,,46
14256,2,Jul 99,G.B. Mathews,,,,,6
14257,52,Jul 99,Prof. Cochez,H.J. Woodall,52,Nov 99,72,79
14258,52,Jul 99,E.J. Nanson,,,,,25
14259,52,Jul 99,Prof. Neuberg,"H.J. Woodall
H.W. Curjel
F.E. Cave
Kela Deva Rau","xx
xx
xx
xx","xx
xx
xx
xx","72
72
72
72",22
14260,52,Jul 99,Umes Chandra Ghosh,G.N. Watson,xx,xx,108,51
14261,52,Jul 99,Thomas Savage,,,,,9
14262,52,Jul 99,K.J. Sanjána,H.W. Curjel,xx,xx,74,61
14263,52,Jul 99,D. Biddle,"H.A. Webb
Allan Cunningham
G.H. Hardy","53
53
53","Apr 00
Apr 00
Apr 00","73
73
73",28
14264,52,Jul 99,R. Tucker,"H.A. Webb
G.W. Preston","52
52","Dec 99
Dec 99","72
72",48
14265,52,Jul 99,R.F. Davis,E.W. Rees,53,May 00,74,41
14266,52,Jul 99,V.R. Thyagaragaiyar,"H.A. Webb
H.W. Curjel","53
53","Jun 00
Jun 00","73
73",79
14267,52,Jul 99,B.N. Cama,"B.N. Cama
H.W. Curjel","53
53","Jun 00
Jun 00","73
73",79
14268,52,Jul 99,W.A. Whitworth,,,,,9
14269,52,Jul 99,J. Cullen,H.W. Curjel,xx,xx,73,41
14270,52,Jul 99,H. MacColl,H. MacColl,xx,xx,74,13
14271,52,Jul 99,G.H. Hardy,G.H. Hardy,xx,xx,73,53
14272,52,Jul 99,Alan Cunningham,A. Cunningham,xx,xx,73,29
14273,52,Jul 99,T. Mitcheson,"G.W. Preston
H.W. Curjel","xx
xx","xx
xx","72
72",86
14274,52,Jul 99,R.F. Muirhead,H.W. Curjel,xx,xx,73,20
14275,2,Jul 99,R.J. Dallas,"T. Roach
W.C. Stanham","52
52","Nov 99
Nov 99","72
72",41
14276,52,Jul 99,R. Knowles,G.W. Preston,52,Nov 99,72,86
14277,52,Jul 99,R.W.D. Christie,"A. Cunningham
H.J. Woodall","xx
xx","xx
xx","75
75",9
14278,52,Jul 99,I. Arnold,I. Arnold,53,Jul 00,74,76
14279,52,Jul 99,G.W. Muggeridge,,,,,45
14280,52,Jul 99,H.A. Webb,H.A. Webb,xx,xx,72,20
14281,52,Jul 99,J.A. Third,K.J. Sanjána,53,Feb 00,73,45
14282,52,Jul 99,A. Droz-Farny,"K.J. Sanjána
H.W. Curjel","xx
xx","xx
xx","72
72",41
14283,52,Aug 99,G.B. Mathews,,,,,45
14284,52,Aug 99,Prof. Neuberg,K.J. Sanjána,53,Sep 00,74,41
14285,52,Aug 99,E.J. Nanson,,,,,46
14286,52,Aug 99,Prof. Cochez,,,,,51
14287,52,Aug 99,Thomas Savage,H.J. Woodall,xx,xx,72,41
14288,52,Aug 99,Umes Chandra Ghosh,,,,,41
14289,52,Aug 99,K.J. Sanjána,,,,,45
14290,52,Aug 99,D. Biddle,"A.F. van der Heyden
W.H. Salmon","53
xx","May 00
xx","73
73",41
14291,52,Aug 99,R.F. Davis,C.E. McVicker,52,Nov 99,72,41
14292,52,Aug 99,J.A. Third,,,,,44
14293,52,Aug 99,T. Roach,,,,,41
14294,52,Aug 99,B.N. Cama,"W.H. Salmon
B.N. Cama","xx
xx","xx
xx","73
73",84
14295,52,Aug 99,N.M.W.,Constance I. Marks,53,May 00,73,22
14296,52,Aug 99,H. MacColl,H. MacColl,xx,xx,75,13
14297,52,Aug 99,G.H. Hardy,,,,,6
14298,52,Aug 99,E.W. Rees,"E.W. Rees
R. Knowles","53
53","Jan 00
Jan 00","73
73",41
14299,52,Aug 99,T. Mitcheson,"I. Arnold
T. Mitcheson","53
53","Aug 00
Aug 00","74
74",41
,,,,,,,,
NUM,ET VOL,DATE,PROPOSER,SOLVERS,ET VOL,DATE,MQ VOL,TYPE
14300,52,Aug 99,H.A. Webb,,,,,12
14301,52,Aug 99,J.J. Barniville,"G.D. Wilson
K.J. Sanjána","xx
xx","xx
xx","74
74",61
14302,52,Aug 99,R.W.D. Christie,,,,,9
14303,2,Aug 99,R. Knowles,"J.O. Watts
K.J. Sanjána","xx
xx","xx
xx","73
73",48
