,,,,,,,,
NUM,ET VOL,DATE,PROPOSER,SOLVERS,ET VOL,DATE,MQ VOL,TYPE
12065,46,Sep 93,Prof. Barisien,"A. Droz-Farny
B. Chakravarti","47
47","Jan 94
Jan 94","61
61",79
12066,46,Sep 93,F. Morley,,,,,41
12067,46,Sep 93,Editor,"Gertrude Poole
H.W. Curjel","46
46","Dec 93
Dec 93","60
60",41
12068,46,Sep 93,D. Biddle,,,,,46
12069,46,Sep 93,A.E. Joliffe,,59,U 05/06,,45
12070,46,Sep 93,R. Tucker,,58,U 06/05,,41
12071,46,Sep 93,J. Griffiths,"R. Knowles
Ignacio Beyens","xx
xx","xx
xx","62
62",41
12072,46,Sep 93,H.J. Woodall,"E.B. Escott
E.J. Nanson
A. Cunningham
W.W. Taylor","56
56
56
56","Feb 03
Feb 03
Feb 03
Feb 03","79
79
79
79",9
12073,46,Sep 93,M. Brierley,"T. Savage
W.J. Greenstreet
W.J. Dobbs
Prof. Mukhopadhyay","47
47
47
47","Jan 94
Jan 94
Feb 94
Feb 94","61
61
61
61",41
12074,46,Sep 93,"E. White
[Corrected ET Sep. 11]","A. Cunningham
H. Br","64
64","Sep 11
Sep 11","96
96",9
12075,46,Sep 93,J.F. Hudson,,63,U 04/10,,9
12076,46,Sep 93,I. Arnold,I. Arnold,47,May 94,61,41
12077,46,Sep 93,W.J. Greenstreet,"Gertrude Poole
Prof. Paroling","xx
xx","xx
xx","60
60",61
12078,46,Sep 93,"R. Knowles
[#11677 Corrected]",,,,,45
12079,46,Sep 93,R.A. Roberts,,58,U 06/05,,20
12080,46,Sep 93,Sarah Marks,,,,,41
12081,46,Sep 93,J. Hammond,A.M. Nesbitt,67,Mar 14,101,8
12082,46,Sep 93,C.J. Monroe,,61,U 04/08,,97
12083,46,Sep 93,W.S.B. Woolhouse,,57,U 09/04,,13
12084,46,Sep 93,Elizabeth Blackwood,,63,U 04/10,,13
12085,46,Sep 93,G.F. Walker,M.T. Naraniengar,63,Aug 10,94,17
12086,46,Sep 93,A.E. Thomas,"A. Martin
Ignacio Beyens","xx
xx","xx
xx","60
60",78
12087,46,Sep 93,T.P. Kirkman,"T.P. Kirkman
D. Biddle","46
46","Nov 93
Nov 93","60
60",95
12088,46,Oct 93,J.J. Sylvester,H.W. Curjel,xx,xx,61,67
12089,46,Oct 93,Prof. Morley,,,,,41
12090,46,Oct 93,Prof. Neuberg,"A. Droz-Farny
H.W. Curjel","47
47","Jan 93
Jan 93","61
61",47
12091,46,Oct 93,A. Cayley,,,,,47
12092,46,Oct 93,Sir Robert Ball,,59,U 05/06,,8
12093,46,Oct 93,G.B.M. Zerr,"G.B.M, Zerr
Prof. Mukhopadhyay","xx
xx","xx
xx","65
65",46
12094,46,Oct 93,Prof. Clayton,"Prof. Clayton
Prof. Basu","48
48","Nov 95
Nov 95","64
64",47
12095,46,Oct 93,V. Ramaswami Aiyar,,64,U 10/11,,47
12096,46,Oct 93,Prof. Neuberg,"P.H. Schoute
A. Droz-Farny","xx
xx","xx
xx","60
60",47
12097,46,Oct 93,Prof. Bernés,"A. Droz-Farny
Prof. Mukhopadhyay","xx
xx","x
xx","65
65",47
12098,46,Oct 93,F.M. Shields,,,,,41
12099,46,Oct 93,Prof. Barisien,"P.H. Schoute
A. Droz-Farny","xx
xx","xx
xx","61
61",44
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
NUM,ET VOL,DATE,PROPOSER,SOLVERS,ET VOL,DATE,MQ VOL,TYPE
12100,46,Oct 93,T. Muir,,64,U 12/11,,22
12101,46,Oct 93,Editor,,,,,13
12102,46,Oct 93,D. Biddle,,,,,46
12103,46,Oct 93,R. Tucker,"T. Savage
W.J. Greenstreet","46
46","Dec 93
Dec 93","60
60",41
12104,46,Oct 93,M. Brierley,"T. Savage
G.B.M. Zerr","xx
xx","xx
xx","61
61",9
12105,46,Oct 93,H.J. Woodall,,,,,91
12106,46,Oct 93,J.F. Hudson,J. Hammond,xx,xx,106,9
12107,46,Oct 93,Rusticus,"T.P. Kirkman
D. Biddle","46
46","Nov 93
Nov 93","60
60",2
12108,46,Oct 93,J. Blissard,"B. Chakravarti
R. Knowles","48
48","Aug 95
Aug 95","64
64",6
12109,46,Oct 93,T. Cotterill,,,,,46
12110,46,Oct 93,D. Edwardes,,67,U 03/14,,13
12111,46,Oct 93,R.A. Roberts,,"66
68","U 04/13
U 08/15",,23
12112,46,Oct 93,W.J. Greenstreet,W.J. Greenstreet,xx,xx,61,20
12113,46,Oct 93,J. Griffiths,"P.H. Schoute
Prof. Mukhopadhyay","46
46","Dec 93
Dec 93","60
60",41
12114,46,Oct 93,R. Knowles,"A. Droz-Farny
H.W. Curjel","47
47","Mar 94
Mar 94","61
61",44
12115,46,Oct 93,R.W.D. Christie,,,,,41
12116,46,Oct 93,N’Importe,,,,,17
12117,46,Nov 93,J.J. Sylvester,,,,,9
12118,46,Nov 93,Prof. Morley,,,,,41
12119,46,Nov 93,Prof. Neuberg,,,,,41
12120,46,Nov 93,R.W. Genese,,"64
68","U 01/11
U 08/15",,20
12121,46,Nov 93,G.B.M. Zerr,"A. Droz-Farny
Prof. Mukhopadhyay","xx
xx","xx
xx","64
64",86
12122,46,Nov 93,A. Droz-Farny,"G.B.M. Zerr
Prof. Bhattacharya","47
47","Sep 94
Sep 94","62
62",44
12123,46,Nov 93,H. Fortey,"G.B.M. Zerr
Prof. Mukhopadhyay
Swaminatha Aiyar
H. Forty","xx
xx
xx
xx","xx
xx
xx
xx","61
61
61
61",8
12124,46,Nov 93,F.M. Shields,"G.B.M. Zerr
Prof. Krishnamacharry","xx
xx","xx
xx","64
64",1
12125,46,Nov 93,V. Ramaswami Aiyar,,,,,46
12126,46,Nov 93,Prof. Clayton,S. Sircom,xx,xx,70,45
12127,46,Nov 93,N. Sarkar,"G.B.M. Zerr
Prof. Mukhopadhyay","xx
xx","xx
xx","61
61",13
12128,46,Nov 93,B. Chakravarti,C.W. Adams,65,Mar 12,97,8
12129,46,Nov 93,Prof. Mandart,"H.W. Curjel
N. Sarkar","xx
xx","xx
xx","63
63",79
12130,46,Nov 93,Prof. Cesáro,"A. Droz-Farny
Prof. Bhattacharya","xx
xx","xx
xx","64
64",89
12131,46,Nov 93,Prof. Bijah Bhut,,,,,11
12132,46,Nov 93,Prof. Bhattacharya,F.E. Relton,64,Jun 11,95,17
12133,46,Nov 93,Editor,,,,,22
12134,46,Nov 93,D. Biddle,,,,,41
12135,46,Nov 93,R. Tucker,,59,U 05/06,,41
12136,46,Nov 93,M. Brierley,,63,U 04/10,,41
12137,46,Nov 93,H.J. Woodall,,64,U 01/11,,11
12138,46,Nov 93,H.W. Curjel,H.W. Curjel,47,Aug 94,62,41
12139,46,Nov 93,W.J. Greenstreet,"A. Droz-Farny
Prof. Basu","xx
xx","xx
xx","64
64",84
12140,46,Nov 93,J. Griffiths,"A. Droz-Farny
Ignacio Beyens","xx
xx","xx
xx","61
61",44
12141,46,Nov 93,J. Wood,,,,,22
12142,46,Nov 93,J.J. Barniville,,,,,61
12143,46,Nov 93,P.A. MacMahon,,,,,10
12144,46,Nov 93,C. Leudesdorf,"Prof. Steggall
P.A. McMahon","xx
xx","xx
xx","105
105",51
12145,46,Dec 93,J.J. Sylvester,,,,,45
12146,46,Dec 93,S. Haughton,,,,,17
12147,46,Dec 93,P.H. Schoute,,,,,46
12148,46,Dec 93,A. Cayley,,,,,44
12149,46,Dec 93,W.K. Clifford,,63,U 02/10,,41
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
NUM,ET VOL,DATE,PROPOSER,SOLVERS,ET VOL,DATE,MQ VOL,TYPE
12150,46,Dec 93,Donald McAlister,"H.W. Curjel
R.B. Clayton
Donald McAlister","47
47
xx","Feb 94
Feb 94
xx","61
61
61",18
12151,46,Dec 93,R.W. Genese,A.M. Nesbitt (ps),xx,xx,97,44
12152,46,Dec 93,Christine Ladd,,,,,41
12153,46,Dec 93,W.H.H. Hudson,,,,,6
12154,46,Dec 93,Prof. Catalan,"A.M. Nesbitt
C.M. Ross","xx
xx","xx
xx","85
85",62
12155,46,Dec 93,H.L. Orchard,,58,U 12/05,,11
12156,46,Dec 93,R.B. Clayton,"C. Morgan
A. Droz-Farny","xx
xx","xx
xx","61
61",44
12157,46,Dec 93,A. Droz-Farny,"W.J. Dobbs
R.H. Whapham","47
47","Feb 94
Feb 94","61
61",41
12158,46,Dec 93,Prof. Neuberg,,,,,41
12159,46,Dec 93,V. Ramaswami Aiyar,,,,,41
12160,46,Dec 93,G.B.M. Zerr,"Gertrude Poole
Ignacio Beyens","47
47","Feb 94
Feb 94","61
61",86
12161,46,Dec 93,Prof. Cesáro,,,,,44
12162,46,Dec 93,Prof. Barisien,"W.J. Dobbs
A. Droz-Farny","47
47","Oct 94
Oct 94","62
62",45
12163,46,Dec 93,Prof. Thiry,"A. Droz-Farny
F.P. Matz","xx
xx","xx
xx","62
62",52
12164,46,Dec 93,Prof. Mandart,"A. Droz-Farny
Prof. Mukhopadhyay","47
47","Mar 94
Mar 94","61
61",44
12165,46,Dec 93,Editor,"Gertrude Poole
A. Martin","xx
xx","xx
xx","62
62",22
12166,46,Dec 93,J.C. Malet,"P.H. Schoute
Prof. Krishnamacharry","47
47","Feb 93
Feb 93","61
61",79
12167,46,Dec 93,W.J. Dobbs,"C. Morgan
F.M. Shields","47
47","Mar 94
Mar 94","61
61",20
12168,46,Dec 93,R. Tucker,"A. Droz-Farny
E. Lampe","47
47","May 94
May 94","61
61",41
12169,46,Dec 93,D. Biddle,D. Biddle,47,Jan 94,61,41
12170,46,Dec 93,J. Griffiths,P.H. Schoute,47,Feb 94,61,44
12171,46,Dec 93,W.J. Greenstreet,,65,U 05/12,,17
12172,46,Dec 93,F.R.J. Hervey,F.R.J. Hervey,xx,xx,61,41
12173,46,Dec 93,J.J. Walker,,,,,46
12174,46,Dec 93,T.C. Simmons,W.A. Whitworth,55,Apr 02,77,13
12175,46,Dec 93,H. Fortey,,65,U 05/12,,8
12176,46,Dec 93,J.J. Barniville,K.J. Sanjána,xx,xx,110,61
12177,46,Dec 93,S. Tebay,"A. Droz-Farny
N. Sarkar","xx
xx","xx
xx","63
63",75
12178,46,Dec 93,R. Chartres,"Maj-Gen. P. O’Connell
R. Chartres","47
47","Feb 94
Feb 94","61
61",41
12179,46,Dec 93,P.A. MacMahon,,,,,10
12180,46,Dec 93,A.E. Thomas,"D. Biddle
Prof. Bhattacharya","xx
xx","xx
xx","61
61",9
12181,46,Dec 93,I. Arnold,"Gertrude Poole
H.W. Curjel
D. Biddle","47
47
xx","Mar 94
Mar 94
xx","61
61
61",47
12182,47,Jan 94,J.J. Sylvester,,63,U 07/10,,46
12183,47,Jan 94,S. Haughton,,65,U 03/12,,15
12184,47,Jan 94,E. Lampe,,,,,91
12185,47,Jan 94,P.H. Schoute,,65,U 10/12,,43
12186,47,Jan 94,G.B.M. Zerr,"G.B.M. Zerr
Prof. Krishnamacharry","xx
xx","xx
xx","75
75",92
12187,47,Jan 94,W.H.H. Hudson,"H.J. Woodall
W.H.H. Hudson","xx
xx","xx
xx","61
61",15
12188,47,Jan 94,V. Ramaswami Aiyar,,64,U 02/11,,41
12189,47,Jan 94,Prof. Morley,"H.W. Curjel
H.J. Woodall","xx
xx","xx
xx","61
61",86
12190,47,Jan 94,Syamadas Mukhopadhyay,,,,,44
12191,47,Jan 94,Prof. Steggall,,63,U 07/10,,18
12192,47,Jan 94,F.M. Shields,,,,,1
12193,47,Jan 94,G.B. Mathews,,,,,48
12194,47,Jan 94,H.L. Orchard,,57,U 09/04,,16
12195,47,Jan 94,A. Droz-Farny,"W.J. Dobbs
H.W. Curjel","47
47","Mar 94
Mar 94","61
61",45
12196,47,Jan 94,Prof. Catalan,"A. Droz-Farny
J.L. Mackenzie","xx
xx","xx
xx","64
64",9
12197,47,Jan 94,Prof. Aubert,"R. Tucker
H.W. Curjel","47
47","Apr 94
Apr 94","61
61",44
12198,47,Jan 94,Prof. Leinekugel,"R. Chartres
H.W. Curjel","47
47","Mar 94
Mar 94","61
61",48
12199,47,Jan 94,Prof. Lesting,"R. Chartres
R.H.W. Whapham","48
48","May 95
May 95","63
63",44
,,,,,,,,
,,,,,,,,
NUM,ET VOL,DATE,PROPOSER,SOLVERS,ET VOL,DATE,MQ VOL,TYPE
12200,47,Jan 94,Prof. Duporcq,"H.W. Curjel
W.J. Dobbs","47
47","Apr 94
Apr 94","61
61",41
12201,47,Jan 94,Editor,"W.J. Dobbs
Prof. Bhattacharya","47
47","Apr 94
Apr 94","61
61",44
12202,47,Jan 94,R. Tucker,"A. Droz-Farny
E. Lampe
Prof. Morel","47
47
xx","May 94
May 94
xx","61
xx
61",41
12203,47,Jan 94,J. Griffiths,R. Tucker,47,Mar 94,61,41
12204,47,Jan 94,D. Biddle,"R.H.W. Whapham
Gertrude Poole","47
47","Mar 94
Mar 94","61
61",41
12205,47,Jan 94,W.J. Dobbs,R.F. Davis,47,Mar 94,61,45
12206,47,Jan 94,J.D.H. Dickinson,W.H.H. Hudson,59,Aug 06,86,17
12207,47,Jan 94,R.H.W. Whapham,"R. Ticker
R.H.W. Whapham","xx
xx","xx
xx","61
61",48
12208,47,Jan 94,J.H. Hooker,"R. Chartres
B. Chakravarti","xx
xx","xx
xx","61
61",9
12209,47,Jan 94,R. Chartres,R. Chartres,47,Jun 94,61,79
12210,47,Jan 94,H.J. Woodall,R. Chartres,xx,xx,63,3
12211,47,Jan 94,T.R. Terry,K.J. Sanjána,xx,xx,81,9
12212,47,Jan 94,E.M. Langley,"J.E.A. Steggall
Prof. Aiyar","47
xx","Mar 94
xx","61
61",41
12213,47,Jan 94,T.P. Kirkman,,,,,71
12214,47,Jan 94,M. Brierley,,,,,41
12215,47,Jan 94,H.W. Segar,,64,U 12/11,,46
12316,47,Jan 94,J.J. Walker,,,,,20
12217,47,Jan 94,T.C. Simmons,,,,,41
12218,47,Feb 94,"J.J. Sylvester
[#10995 Repeated]",,65,U 10/12,,9
12219,47,Feb 94,Charlotte A. Scott,,,,,99
12220,47,Feb 94,E. Lampe,"W.J. Dobbs
R.H.W. Whapham","47
47","Apr 94
Apr 94","61
61",86
12221,47,Feb 94,S. Haughton,,65,U 05/12,,44
12222,47,Feb 94,R.W. Genese,"A. Droz-Farny
Prof. Emmerich","47
47","Apr 94
Apr 94","61
61",45
12223,47,Feb 94,P.H. Schoute,"A. Droz-Farny
Prof. Morel","47
47","May 94
May 94","61
61",41
12224,47,Feb 94,Prof. Hopkinson,,64,U 03/11,,15
12225,47,Feb 94,V. Ramaswami Aiyar,,65,U 05/12,,41
12226,47,Feb 94,J.D.H. Dickinson,J.D.H. Dickinson,xx,xx,61,3
12227,47,Feb 94,Prof. Morley,"V. Ramaswami Aiyar
Ignacio Beyens","47
47","Jun 94
Jun 94","61
61",41
12228,47,Feb 94,Prof. Neuberg,,,,,45
12229,47,Feb 94,Prof. Levy,W.J. Greenstreet,57,Nov 04,82,99
12230,47,Feb 94,Prof. Tarry,,,,,11
12231,47,Feb 94,G.B.M. Zerr,"A. Droz-Farny
R.F. Davis","47
47","Apr 94
Apr 94","61
61",44
12232,47,Feb 94,W.H.H. Hudson,,,,,16
12233,47,Feb 94,G.B. Mathews,,64,U 03/11,,6
12234,47,Feb 94,A. Macfarlane,"Beatrice A. Ward
Prof. Mukhopadhyay","47
47","Apr 94
Apr 94","61
61",31
12235,47,Feb 94,Editor,,,,,14
12236,47,Feb 94,J.J. Walker,S. Sircom,60,Jul 07,88,24
12237,47,Feb 94,R. Lachlan,,,,,45
12238,47,Feb 94,C.J. Monro,,,,,97
12239,47,Feb 94,R. Tucker,"J.H. Hooker
R.H.W. Whapham","47
47","Jul 94
Jul 94","62
62",41
12240,47,Feb 94,J.W. Russell,"J.W. Russell
A. Anderson","47
47","May 94
May 94","61
61",20
12241,47,Feb 94,J. Brill,"J. Brill
Prof. Bhattacharya","xx
xx","xx
xx","61
61",51
12242,47,Feb 94,A.E. Thomas,"G.B.M. Zerr
R. Chartres","xx
xx","xx
xx","62
62",22
12243,47,Feb 94,R.H.W. Whapham,"A. Droz-Farny
R.H.W. Whapham","47
47","May 94
May 94","61
61",48
12244,47,Feb 94,I. Arnold,"W.J. Dobbs
H.W. Curjel","47
47","Sep 94
Sep 94","62
62",41
12245,47,Feb 94,J.L. Mackenzie,"C.W. Bourne
R.F. Davis
T. Muir","xx
xx
xx","xx
xx
xx","61
61
101",28
12246,47,Feb 94,R. Chartres,"R. Chartres
Prof. Bhattacharya","xx
xx","xx
xx","63
63",9
12247,47,Feb 94,D. Biddle,D. Biddle,47,May 94,61,41
12248,47,Feb 94,H.J. Woodall,,,,,44
12249,47,Feb 94,J. Griffiths,"A. Droz-Farny
G.B.M. Zerr","47
47","May 94
May 94","61
61",44
,,,,,,,,
NUM,ET VOL,DATE,PROPOSER,SOLVERS,ET VOL,DATE,MQ VOL,TYPE
12250,47,Feb 94,R.F. Davis,"H.W. Curjel
E. Lampe","47
47","Apr 94
Apr 94","61
61",41
12251,47,Feb 94,J.H. Hooker,"W.J. Dobbs
J.H. Hooker
Prof. Mukhopadhyay","47
47
xx","Apr 94
Apr 94
xx","61
xx
61",41
12252,47,Feb 94,W.J. Dobbs,"A. Droz-Farny
R.F. Davis","47
47","Jul 94
Jul 94","62
62",45
12253,47,Feb 94,W.J. Greenstreet,"V. Ramaswami Aiyar
B. Chakravarti","47
xx","Oct 94
xx","62
62",86
12254,47,Feb 94,F.S. Macaulay,"R.F. Davis
F.S. Macaulay","47
47","May 94
May 94","61
61",47
12255,47,Mar 94,J.J. Sylvester,,58,U 06/05,,46
12256,47,Mar 94,A. Cayley,,,,,22
12257,47,Mar 94,W.K. Clifford,E.J. Nanson,xx,xx,105,41
12258,47,Mar 94,S. Haughton,T.C. Simmons,xx,xx,62,92
12259,47,Mar 94,G.B.M. Zerr,"R.H.W. Whapham
B. Chakravarti","xx
xx","xx
xx","62
62",2
12260,47,Mar 94,A. Droz-Farny,,,,,44
12261,47,Mar 94,E. Lampe,"E. Lampe
B. Chakravarti","xx
xx","xx
xx","63
63",44
12262,47,Mar 94,B. Chakravarti,,,,,41
12263,47,Mar 94,Prof. Morley,,,,,25
12264,47,Mar 94,Prof. Neuberg,W.J. Greenstreet,57,Sep 04,82,44
12265,47,Mar 94,Prof. Steggall,,65,U 02/12,,15
12266,47,Mar 94,F.X. de Wachter,"H.W. Curjel
C. Bickerdike","xx
xx","xx
xx","63
63",86
12267,47,Mar 94,H.L. Orchard,,92,U 04/09,,17
12268,47,Mar 94,Prof. Bhattacharya,,,,,8
12269,47,Mar 94,P.H. Schoute,,,,,43
12270,47,Mar 94,R.W. Genese,,,,,46
12271,47,Mar 94,W.H.H. Hudson,D. Biddle,47,May 94,61,94
12272,47,Mar 94,Prof. Emmerich,,,,,44
12273,47,Mar 94,F.M. Shields,"B.T. Brierley
Ignacio Beyens","47
47","Oct 94
Oct 94","62
62",41
12274,47,Mar 94,Prof. Niewenglowski,"H.W. Curjel
Ignacio Beyens","xx
xx","xx
xx","63
63",6
12275,47,Mar 94,Editor,"A. Droz-Farny
M. Brierley","xx
xx","xx
xx","62
62",22
12276,47,Mar 94,R. Tucker,"W.J. Dobbs
M. Brierley","47
47","Jul 94
Jul 94","62
62",41
12277,47,Mar 94,D. Biddle,"J.J. Barniville
T. Savage","xx
xx","xx
xx","61
61",22
12278,47,Mar 94,W.W. Taylor,C.M. Sanderson,xx,xx,61,8
12279,47,Mar 94,R.F. Davis,,,,,44
12280,47,Mar 94,E.M. Langley,,,,,41
12281,47,Mar 94,W.J. Greenstreet,,63,U 06/10,,48
12282,47,Mar 94,J.C. Malet,,,,,44
12283,47,Mar 94,W.J. Dobbs,"A. Droz-Farny
E. Lampe","47
47","Jul 94
Jul 94","62
62",44
12284,47,Mar 94,R. Chartres,"G. de Longchamps
R. Chartres","47
47","Sep 94
Sep 94","62
62",44
12285,47,Mar 94,F.R.J. Hervey,F.R.J. Hervey,47,Jun 94,61,41
12286,47,Mar 94,H.J. Woodall,,,,,6
12287,47,Mar 94,J. Griffiths,,,,,41
12288,47,Mar 94,S. Tebay,"T.R. Terry
B. Chakravarti","xx
xx","xx
xx","61
61",75
12289,47,Mar 94,Alice Gordon,"H.W. Curjel
Prof. Mukhopadhyay","xx
xx","xx
xx","63
63",22
12290,47,Mar 94,R.H.W. Whapham,"T.R. Terry
R.H.W. Whapham
G.B.M. Zerr","47
47
xx","Jul 94
Jul 94
xx","62
xx
62",20
12291,47,Apr 94,J.J. Sylvester,,66,U 10/13,,44
12292,47,Apr 94,A. Cayley,,64,U 04/11,,23
12293,47,Apr 94,S. Haughton,H.J. Woodall,47,Jul 94,62,19
12294,47,Apr 94,B.O. Peirce,,,,,46
12295,47,Apr 94,W.H.H. Hudson,"J.C. Strachan
H.W. Curjel","xx
xx","xx
xx","63
63",2
12296,47,Apr 94,F.M. Shields,,,,,46
12297,47,Apr 94,Prof. Bhattacharya,D. Biddle,xx,xx,61,13
12298,47,Apr 94,R.S. Ball,,64,U 03/11,,20
12299,47,Apr 94,E. Lampe,C. Morgan,47,Jun 94,61,79
,,,,,,,,
NUM,ET VOL,DATE,PROPOSER,SOLVERS,ET VOL,DATE,MQ VOL,TYPE
